ID,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,total_days_stayed
185,0,0,0,0,1,5,5,2,2,2,3,3,4,4,5,0,1,1,0,38
95,0,2,6,7,7,3,4,7,2,0,0,0,0,0,0,0,0,0,0,38
15,0,0,0,0,0,7,6,2,2,4,3,4,4,2,3,1,1,1,0,40
111,6,2,0,3,3,4,1,7,4,3,4,1,2,1,1,0,0,0,0,42
30,0,0,0,0,0,0,0,0,0,6,5,6,7,6,3,0,6,4,0,43
59,0,0,0,0,0,0,0,2,0,7,4,7,5,7,3,6,2,1,0,44
171,1,0,0,0,1,7,7,7,6,5,1,5,4,0,0,0,0,0,0,44
168,6,5,5,6,7,7,7,1,5,3,0,0,0,0,0,0,0,0,0,52
10,0,0,0,0,0,7,7,3,0,7,7,7,7,0,0,0,0,0,0,45
24,0,0,0,0,0,1,5,1,3,6,2,3,2,4,6,4,3,6,0,46
86,0,0,0,4,6,0,0,0,0,0,0,2,0,1,7,7,7,7,5,46
81,0,5,3,4,3,4,5,4,2,5,0,1,0,0,2,4,2,2,1,47
40,1,0,0,2,6,7,7,7,4,5,2,5,0,1,0,0,0,0,0,47
187,0,0,0,0,0,0,0,0,0,4,4,7,5,7,5,7,7,2,0,48
155,0,0,0,0,1,7,7,5,7,7,2,2,2,5,1,3,0,0,0,49
63,0,0,2,5,7,6,5,7,6,7,4,0,0,0,0,0,0,0,0,49
130,0,0,5,7,7,0,0,4,4,4,6,1,5,7,2,0,0,0,0,52
22,5,4,2,0,0,0,0,0,0,2,2,3,6,7,2,1,5,7,6,52
158,0,0,0,1,1,1,2,0,6,0,4,6,4,3,6,6,6,2,0,48
137,4,5,5,5,5,7,7,7,4,3,0,0,2,2,0,0,2,0,0,58
44,5,3,4,3,5,5,7,7,3,4,6,7,6,0,0,0,0,0,0,65
75,6,1,1,0,0,0,0,0,7,7,7,6,6,7,6,6,3,2,0,65
38,0,0,0,0,4,5,7,7,0,5,5,2,6,6,7,6,6,1,0,67
67,0,0,4,7,3,4,2,3,7,6,7,3,5,4,4,3,2,2,3,69
28,0,0,0,0,0,2,6,6,7,5,4,1,4,5,6,7,6,7,6,72
6,0,0,0,0,6,6,4,6,6,5,2,4,3,3,5,7,6,6,3,72
2,0,0,0,0,0,0,0,1,7,7,7,7,7,7,7,7,7,7,5,76
3,1,0,3,0,7,5,2,3,5,5,5,7,7,7,5,5,7,2,0,76
77,6,7,7,7,7,7,7,7,7,6,1,0,5,0,0,0,2,0,0,76
88,0,0,0,0,1,6,7,7,5,5,7,7,7,6,2,7,5,2,3,77
107,0,0,7,4,7,7,7,5,7,4,6,2,0,0,0,4,5,7,6,78
138,2,5,7,5,3,4,6,3,2,5,5,5,1,6,6,6,3,4,6,84
70,0,0,0,0,6,7,7,4,3,7,6,6,7,7,6,7,5,5,2,85
125,1,1,3,7,2,0,5,7,7,7,5,5,2,6,5,3,6,7,6,85
76,0,0,0,0,1,4,7,7,6,7,7,7,5,7,7,7,7,6,0,85
173,0,0,5,7,6,5,6,4,5,5,5,5,6,3,7,7,7,4,0,87
64,1,0,4,5,6,4,5,7,6,6,6,6,3,7,5,7,5,2,3,88
101,6,6,6,7,6,7,7,6,6,5,4,4,5,5,3,2,1,1,2,89
112,0,2,7,7,7,7,7,7,7,7,7,7,6,5,2,2,2,2,0,91
169,0,2,5,5,7,7,7,7,7,7,6,7,7,7,4,6,2,2,0,95
48,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,106
133,0,4,5,5,5,5,6,1,6,7,7,7,7,7,7,7,7,7,7,107
55,5,5,7,2,5,6,6,7,7,6,6,7,7,6,3,7,5,7,6,110
116,3,5,7,7,7,7,7,7,5,5,7,7,7,7,4,6,4,4,4,110
91,6,2,2,1,4,7,7,7,7,7,7,4,5,7,6,7,6,7,6,105
60,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,2,0,113
5,6,7,7,7,7,7,7,6,7,7,7,6,6,7,7,7,6,2,0,116
177,0,7,7,7,6,7,7,7,7,7,7,7,6,7,6,7,6,7,6,121
160,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,6,128
